X,causal
The largest landslide triggered by the earthquake is located approximately 32 kilometers southeast of Muzafarrabad in a tributary valley of the Jhelum River.,True
"But, Lord King, he has with him a meinie of full forty knights.",False
"This extensor mechanism is composed chiefly of the quadriceps femoris (rectus femoris, vastus lateralis, vastus intermedius, vastus medialis), quadriceps tendon, patella, and patellar tendon.",False
"I carried a bag with condoms in it, and I gave them out.",False
"The debris caused a crash on the Schuylkill, and it has been closed for hours because of the mishap.",True
"A fire triggered by the blasts damaged eight buildings at the plant, including one that was burned down.",True
These standards are under discussion and not yet published.,False
"However, the Barbary macaque grows a big thick coat for the winter, which means they can live outside all year.",False
"Anderson is regarded as one of the most able and articulate members of Congress, but he has a voting record that is anathema to most other congressmen in his party.",False
The melt water has transported sediments into the lake.,False
"The review published political commentary and opinion, but even more than that.",False
NUS today responded to the Government's announcement of the long-awaited review of university funding.,False
The handbag was locked in a glass display case.,False
"In his poem, written by the riverside near the battle-ground, Mr. Emerson alluded to ""Yon stem headstone"".",False
The intestines have migrated into the abdomen from the umbilical cord.,False
Mechanical faults caused delays and cancellations on Wellington's suburban train services this morning.,True
"Caryn James, a film critic for The New York Times, has just completed a novel.",False
The incidents of his travels were related in a succession of books.,False
The focus is going away from the display button.,False
Asparagus is a natural cure for cancer.,False
Villagers in the Netherlands are glad to have a mustering of stork visit them.,False
A case of craniopharyngioma originating in the sphenoid bone is presented.,False
"Early in the book, a seashore tide pool is used as an exquisite metaphor for discovery.",False
The remaining power is exported to the grid.,False
Relieve spinal stenosis by enlarging the spinal canal to relieve pressure on the spinal cord that has been caused by a herniated or bulging disc.,True
The sinus rinse went into ear canal.,False
"In 1882 Louis developed a method of making photographic plates, and by 1894 the brothers' factory was producing 15 million plates a year.",False
Cold air at the surface moved southward into the mountains of Colorado.,False
"The translucent blue plastic belied the heady resonance of the instrument, and like a mission of monkeys, several coworkers were lured into the room by the dulcet tones of my accordion.",False
